Year,Horsepower,Cylinders,Mileage,Price,Age
2002,234.0,6.0,24,25520,23
2002,200.0,6.0,26,22790,23
2002,250.0,6.0,24,28415,23
2003,200.0,6.0,27,23180,22
2003,234.0,6.0,25,25910,22
2003,250.0,6.0,25,28805,22
2004,200.0,6.0,27,23480,21
2004,234.0,6.0,25,26210,21
2004,250.0,6.0,25,29105,21
2011,600.0,12.0,17,206600,14
2012,600.0,12.0,17,209600,13
2013,600.0,12.0,17,209600,12
2011,552.0,12.0,18,181200,14
2012,552.0,12.0,19,184200,13
2013,552.0,12.0,19,184200,12
2014,626.0,12.0,20,238700,11
2010,600.0,12.0,17,207700,15
2014,616.0,12.0,20,217000,11
2015,572.0,8.0,23,337000,10
2014,500.0,8.0,24,177500,11
2014,521.0,8.0,24,196500,11
2014,567.0,12.0,21,198600,11
2015,626.0,12.0,20,250100,10
2015,626.0,12.0,21,227600,10
2015,567.0,12.0,21,203500,10
2015,521.0,8.0,24,219400,10
2015,500.0,8.0,24,206300,10
2015,500.0,8.0,25,187900,10
2015,567.0,12.0,20,223600,10
2015,521.0,8.0,25,199700,10
2016,521.0,8.0,24,231800,9
2016,500.0,8.0,25,198500,9
2016,500.0,8.0,24,218400,9
2016,626.0,12.0,21,239400,9
2016,582.0,12.0,20,236100,9
2016,582.0,12.0,21,214600,9
2016,521.0,8.0,25,210700,9
2016,626.0,12.0,20,263400,9
2010,600.0,12.0,17,231400,15
2011,600.0,12.0,17,236100,14
2012,567.0,12.0,19,212800,13
2013,567.0,12.0,19,212800,12
2013,500.0,8.0,24,191400,12
2014,500.0,8.0,24,195200,11
2014,567.0,12.0,20,218500,11
2014,521.0,8.0,24,216200,11
2011,621.0,12.0,19,280400,14
2012,621.0,12.0,19,280400,13
2010,621.0,12.0,19,267000,15
2011,621.0,12.0,19,267000,14
2012,621.0,12.0,19,267000,13
2001,420.0,8.0,15,299900,24
2001,400.0,8.0,15,279900,24
2001,420.0,8.0,15,309900,24
2001,420.0,8.0,15,319900,24
2003,420.0,8.0,15,328990,22
2003,420.0,8.0,15,318990,22
2001,275.0,8.0,23,39660,24
2002,275.0,8.0,23,39895,23
2002,275.0,8.0,23,38185,23
2002,275.0,8.0,23,38790,23
2002,275.0,8.0,23,39775,23
2017,305.0,6.0,26,44560,8
2017,305.0,6.0,24,46560,8
2017,305.0,6.0,24,49515,8
2017,305.0,6.0,26,47515,8
1998,195.0,6.0,26,2655,27
1999,200.0,6.0,26,2702,26
2000,200.0,6.0,27,2937,25
1998,125.0,4.0,32,2000,27
1998,125.0,4.0,32,2000,27
1998,125.0,4.0,32,2000,27
1998,125.0,4.0,32,2000,27
1999,125.0,4.0,31,2000,26
1999,125.0,4.0,31,2000,26
2000,170.0,6.0,27,2000,25
2000,125.0,4.0,31,2079,25
2001,325.0,8.0,15,359990,24
2017,137.0,4.0,35,18750,8
2017,137.0,4.0,36,19490,8
2015,140.0,4.0,42,18965,10
2015,132.0,4.0,38,18965,10
2015,140.0,4.0,40,19665,10
2015,132.0,4.0,37,19895,10
2015,132.0,4.0,36,17550,10
2015,132.0,4.0,37,16950,10
2015,132.0,4.0,37,21495,10
2015,132.0,4.0,38,22025,10
2015,132.0,4.0,37,22955,10
2015,132.0,4.0,37,19195,10
2015,140.0,4.0,40,22725,10
2015,132.0,4.0,38,18565,10
2016,140.0,4.0,42,19135,9
2016,132.0,4.0,38,19135,9
2016,132.0,4.0,37,20065,9
2016,132.0,4.0,37,17300,9
2016,132.0,4.0,37,23125,9
2016,132.0,4.0,37,21665,9
2016,132.0,4.0,38,22195,9
2016,140.0,4.0,40,19835,9
2016,132.0,4.0,37,20635,9
2016,140.0,4.0,40,22895,9
2016,132.0,4.0,36,17900,9
2016,132.0,4.0,38,18735,9
2016,132.0,4.0,37,19365,9
2017,132.0,4.0,35,22680,8
2017,140.0,4.0,40,21300,8
2017,132.0,4.0,36,18500,8
2017,132.0,4.0,35,21665,8
2017,140.0,4.0,40,19335,8
2017,132.0,4.0,35,21900,8
2017,132.0,4.0,36,21825,8
2017,132.0,4.0,36,18935,8
2017,132.0,4.0,35,20445,8
1992,158.0,4.0,26,2000,33
1992,178.0,6.0,23,2000,33
1993,178.0,6.0,23,2000,32
1994,178.0,6.0,22,2000,31
1994,120.0,4.0,28,2000,31
1996,120.0,4.0,29,2000,29
2014,455.0,8.0,29,53000,11
2014,455.0,8.0,29,57000,11
2014,455.0,8.0,29,62000,11
2014,455.0,8.0,29,58000,11
2015,460.0,8.0,29,68160,10
2015,460.0,8.0,29,64160,10
2015,650.0,8.0,22,83000,10
2015,455.0,8.0,29,63160,10
2015,460.0,8.0,29,64000,10
2015,455.0,8.0,29,55000,10
2015,650.0,8.0,22,87650,10
2015,460.0,8.0,29,73450,10
2015,455.0,8.0,29,64450,10
2015,460.0,8.0,29,69450,10
2015,460.0,8.0,29,60000,10
2015,455.0,8.0,29,59000,10
2015,650.0,8.0,22,82270,10
2015,650.0,8.0,22,86270,10
2015,650.0,8.0,22,91650,10
2015,650.0,8.0,22,79000,10
2015,455.0,8.0,29,68450,10
2015,455.0,8.0,29,59160,10
2016,650.0,8.0,22,88345,9
2016,650.0,8.0,22,79400,9
2016,460.0,8.0,29,70145,9
2016,455.0,8.0,29,65145,9
2016,650.0,8.0,22,83400,9
2016,650.0,8.0,22,82965,9
2016,460.0,8.0,29,68855,9
2016,455.0,8.0,29,59855,9
2016,460.0,8.0,29,64400,9
2016,460.0,8.0,29,74145,9
2016,455.0,8.0,29,63855,9
2016,650.0,8.0,22,86965,9
2016,455.0,8.0,29,59400,9
2016,650.0,8.0,22,92345,9
2016,460.0,8.0,29,60400,9
2016,460.0,8.0,29,64855,9
2016,455.0,8.0,29,69145,9
2016,455.0,8.0,29,55400,9
2017,650.0,8.0,22,87015,8
2017,455.0,8.0,25,59905,8
2017,460.0,8.0,25,74195,8
2017,455.0,8.0,25,65195,8
2017,650.0,8.0,22,88395,8
2017,455.0,8.0,25,59450,8
2017,455.0,8.0,25,55450,8
2017,460.0,8.0,25,70195,8
2017,460.0,8.0,25,68905,8
2017,460.0,8.0,25,65450,8
2017,650.0,8.0,22,79450,8
2017,460.0,8.0,25,69905,8
2017,455.0,8.0,25,69195,8
2017,455.0,8.0,25,63905,8
2017,460.0,8.0,25,69450,8
2017,460.0,8.0,25,60450,8
2017,460.0,8.0,25,79195,8
2017,650.0,8.0,22,92395,8
2017,650.0,8.0,22,83450,8
2017,650.0,8.0,22,83015,8
2017,460.0,8.0,25,73905,8
2017,460.0,8.0,25,64450,8
2017,460.0,8.0,25,64905,8
2017,460.0,8.0,25,75195,8
1990,164.0,5.0,22,2000,35
1991,164.0,5.0,22,2000,34
2004,390.0,8.0,15,81013,21
2004,390.0,8.0,16,85174,21
2005,385.0,8.0,16,86877,20
2005,385.0,8.0,15,82633,20
2006,390.0,8.0,18,87577,19
2006,390.0,8.0,17,79900,19
1991,188.0,4.0,20,2000,34
2014,185.0,4.0,30,26470,11
2014,185.0,4.0,31,23120,11
2014,185.0,4.0,30,30620,11
2014,185.0,4.0,31,29370,11
2014,185.0,4.0,30,24370,11
2014,185.0,4.0,30,29120,11
2014,185.0,4.0,30,29820,11
2014,185.0,4.0,31,28570,11
2014,185.0,4.0,31,25220,11
2014,185.0,4.0,31,27870,11
2015,185.0,4.0,33,32895,10
2015,185.0,4.0,34,23445,10
2015,185.0,4.0,33,30895,10
2015,185.0,4.0,34,25545,10
2015,185.0,4.0,33,29395,10
2015,185.0,4.0,33,24695,10
2015,185.0,4.0,33,26795,10
2015,185.0,4.0,34,28145,10
2015,185.0,4.0,34,31645,10
2015,185.0,4.0,34,29645,10
2016,185.0,4.0,31,27295,9
2016,185.0,4.0,31,31245,9
2016,185.0,4.0,33,32095,9
2016,185.0,4.0,31,25845,9
2016,185.0,4.0,33,28445,9
2016,185.0,4.0,33,29945,9
2016,185.0,4.0,31,25045,9
2016,185.0,4.0,33,24545,9
2016,185.0,4.0,33,25995,9
2016,185.0,4.0,31,33395,9
2016,185.0,4.0,33,23745,9
2016,185.0,4.0,31,29745,9
2014,130.0,4.0,39,20645,11
2014,130.0,4.0,38,19995,11
2014,130.0,4.0,38,23340,11
2014,130.0,4.0,38,21840,11
2014,130.0,4.0,39,22490,11
2014,130.0,4.0,39,23990,11
2015,130.0,4.0,38,21990,10
2015,130.0,4.0,39,24140,10
2015,130.0,4.0,38,23490,10
2015,130.0,4.0,38,20145,10
2015,130.0,4.0,39,20795,10
2015,130.0,4.0,39,22640,10
2016,130.0,4.0,38,22140,9
2016,130.0,4.0,38,24440,9
2016,130.0,4.0,39,22790,9
2016,130.0,4.0,38,20295,9
2016,130.0,4.0,39,25090,9
2016,130.0,4.0,39,20945,9
1990,190.0,6.0,22,2000,35
1991,190.0,6.0,22,2000,34
1992,190.0,6.0,22,2000,33
2006,215.0,6.0,23,29145,19
2006,215.0,6.0,23,38545,19
2006,330.0,6.0,22,49470,19
2006,215.0,6.0,23,34195,19
2006,330.0,6.0,22,45170,19
2006,215.0,6.0,23,34185,19
2007,215.0,6.0,23,38955,18
2007,215.0,6.0,23,34595,18
2007,215.0,6.0,23,29510,18
2007,215.0,6.0,23,34560,18
2008,215.0,6.0,23,39130,17
2008,215.0,6.0,23,34735,17
2013,278.0,6.0,30,33540,12
2013,278.0,6.0,28,37090,12
2013,278.0,6.0,30,30890,12
2013,192.0,4.0,31,33015,12
2013,278.0,6.0,30,35640,12
2013,192.0,4.0,31,27230,12
2013,278.0,6.0,28,34990,12
2013,192.0,4.0,31,30915,12
2014,278.0,6.0,30,33690,11
2014,192.0,4.0,31,33165,11
2014,192.0,4.0,31,31065,11
2014,192.0,4.0,31,27380,11
2014,278.0,6.0,30,35790,11
2014,278.0,6.0,28,35140,11
2014,278.0,6.0,28,37240,11
2014,278.0,6.0,30,31040,11
2015,192.0,4.0,31,33315,10
2015,278.0,6.0,28,37390,10
2015,278.0,6.0,30,35940,10
2015,278.0,6.0,30,31190,10
2015,192.0,4.0,31,31215,10
2015,278.0,6.0,28,35290,10
2015,192.0,4.0,31,27530,10
2015,278.0,6.0,30,33840,10
2016,160.0,4.0,34,26395,9
2016,148.0,4.0,31,22395,9
2016,148.0,4.0,34,25095,9
2016,148.0,4.0,34,23395,9
2016,148.0,4.0,31,21595,9
2016,160.0,4.0,34,29995,9
2017,148.0,4.0,30,22495,8
2017,148.0,4.0,33,23495,8
2017,148.0,4.0,33,25195,8
2017,148.0,4.0,30,21695,8
2009,224.0,8.0,24,29205,16
2010,224.0,8.0,24,29905,15
2011,239.0,8.0,24,29905,14
2016,138.0,4.0,42,20195,9
2016,138.0,4.0,36,17845,9
2016,138.0,4.0,38,24370,9
2016,138.0,4.0,38,23370,9
2016,138.0,4.0,38,19165,9
2016,138.0,4.0,39,21470,9
2016,138.0,4.0,36,16120,9
2016,138.0,4.0,38,20195,9
2016,138.0,4.0,35,18970,9
2015,138.0,4.0,36,16170,10
2015,138.0,4.0,38,23270,10
2015,138.0,4.0,42,20095,10
2015,138.0,4.0,36,17745,10
2015,138.0,4.0,38,20095,10
2015,138.0,4.0,38,24270,10
2015,138.0,4.0,35,18870,10
2015,138.0,4.0,38,19065,10
2015,138.0,4.0,39,21370,10
2015,148.0,4.0,46,25660,10
2016,153.0,4.0,42,19120,9
2016,153.0,4.0,41,18120,9
2016,153.0,4.0,41,16620,9
2016,153.0,4.0,42,21120,9
2016,153.0,4.0,41,19820,9
2016,153.0,4.0,42,23120,9
2017,153.0,4.0,38,21920,8
2017,153.0,4.0,37,21240,8
2017,153.0,4.0,40,21450,8
2017,153.0,4.0,39,16975,8
2017,153.0,4.0,39,18525,8
2017,153.0,4.0,39,23475,8
2017,153.0,4.0,39,20150,8
2017,153.0,4.0,40,19525,8
2017,153.0,4.0,37,23945,8
2015,134.0,4.0,40,32200,10
2016,134.0,4.0,40,31250,9
2017,134.0,4.0,40,31250,8
2016,265.0,4.0,31,58395,9
2016,404.0,6.0,26,67570,9
2016,335.0,6.0,27,60395,9
2016,335.0,6.0,27,55495,9
2016,335.0,6.0,27,63570,9
2016,265.0,4.0,31,53495,9
2016,404.0,6.0,26,87465,9
2016,335.0,6.0,27,83465,9
2016,404.0,6.0,26,64395,9
2017,404.0,6.0,26,64395,8
2017,335.0,6.0,27,63595,8
2017,404.0,6.0,26,87495,8
2017,265.0,4.0,30,53495,8
2017,335.0,6.0,27,60395,8
2017,265.0,4.0,30,58395,8
2017,404.0,6.0,26,67595,8
2017,335.0,6.0,27,83495,8
2017,335.0,6.0,27,55495,8
2012,318.0,6.0,27,40615,13
2012,318.0,6.0,27,48150,13
2012,318.0,6.0,27,38715,13
2012,318.0,6.0,27,43950,13
2012,318.0,6.0,27,45850,13
2012,318.0,6.0,27,50050,13
2013,318.0,6.0,27,40805,12
2013,318.0,6.0,27,43950,12
2013,318.0,6.0,27,50050,12
2013,318.0,6.0,27,45850,12
2013,318.0,6.0,27,38905,12
2013,318.0,6.0,27,48150,12
2014,318.0,6.0,27,39495,11
2014,318.0,6.0,27,49995,11
2014,318.0,6.0,27,47995,11
2014,318.0,6.0,27,45795,11
2014,318.0,6.0,27,41495,11
2014,318.0,6.0,27,43795,11
2013,556.0,8.0,19,63215,12
2014,556.0,8.0,19,63600,11
2015,556.0,8.0,19,69900,10
2012,556.0,8.0,19,63215,13
2013,556.0,8.0,19,63215,12
2014,556.0,8.0,19,63600,11
2014,556.0,8.0,19,63600,11
2016,640.0,8.0,21,83995,9
2017,640.0,8.0,21,85995,8
2012,270.0,6.0,27,39015,13
2012,318.0,6.0,26,44190,13
2012,270.0,6.0,26,40915,13
2012,270.0,6.0,26,44050,13
2012,318.0,6.0,26,51650,13
2012,270.0,6.0,27,42150,13
2012,318.0,6.0,26,49750,13
2012,318.0,6.0,26,46090,13
2013,318.0,6.0,26,44190,12
2013,270.0,6.0,26,42150,12
2013,270.0,6.0,26,41105,12
2013,318.0,6.0,26,49750,12
2013,318.0,6.0,26,46090,12
2013,270.0,6.0,26,39205,12
2013,318.0,6.0,26,51650,12
2013,270.0,6.0,26,44050,12
2014,318.0,6.0,26,49795,11
2014,270.0,6.0,26,44095,11
2014,270.0,6.0,26,42195,11
2014,318.0,6.0,26,46095,11
2014,318.0,6.0,26,44195,11
2014,318.0,6.0,26,51695,11
2015,321.0,6.0,26,54970,10
2015,272.0,4.0,30,51270,10
2015,272.0,4.0,28,53270,10
2015,272.0,4.0,28,62070,10
2015,321.0,6.0,26,63770,10
2015,321.0,6.0,29,61770,10
2015,420.0,6.0,24,69340,10
2015,272.0,4.0,28,47345,10
2015,321.0,6.0,26,59370,10
2015,272.0,4.0,30,45345,10
2015,272.0,4.0,30,55670,10
2015,272.0,4.0,28,57670,10
2015,272.0,4.0,30,60070,10
2015,321.0,6.0,29,52970,10
2015,321.0,6.0,29,57370,10
2015,420.0,6.0,24,59340,10
2016,335.0,6.0,30,58285,9
2016,268.0,4.0,31,45560,9
2016,268.0,4.0,31,60685,9
2016,420.0,6.0,24,59955,9
2016,268.0,4.0,31,51285,9
2016,420.0,6.0,24,69955,9
2016,268.0,4.0,29,53285,9
2016,335.0,6.0,28,60285,9
2016,335.0,6.0,30,53285,9
2016,335.0,6.0,30,62685,9
2016,268.0,4.0,29,58285,9
2016,335.0,6.0,28,64685,9
2016,268.0,4.0,29,62685,9
2016,268.0,4.0,31,56285,9
2016,335.0,6.0,28,55285,9
2016,268.0,4.0,29,47560,9
2017,335.0,6.0,27,61195,8
2017,268.0,4.0,30,51695,8
2017,420.0,6.0,24,70795,8
2017,268.0,4.0,29,47995,8
2017,335.0,6.0,27,55695,8
2017,335.0,6.0,30,59195,8
2017,335.0,6.0,30,53695,8
2017,268.0,4.0,29,53695,8
2017,420.0,6.0,24,60695,8
2017,268.0,4.0,30,45995,8
2012,122.0,4.0,30,14980,13
2012,122.0,4.0,31,18680,13
2012,122.0,4.0,30,16580,13
2012,122.0,4.0,31,17580,13
2013,122.0,4.0,30,16760,12
2013,122.0,4.0,31,18860,12
2013,122.0,4.0,31,17760,12
2014,122.0,4.0,31,19000,11
2014,122.0,4.0,30,16900,11
2014,122.0,4.0,31,17900,11
1990,140.0,8.0,22,2000,35
1991,170.0,8.0,23,2000,34
1992,170.0,8.0,23,2000,33
1990,110.0,4.0,30,2000,35
1990,160.0,4.0,28,2000,35
1990,180.0,4.0,29,2000,35
1990,110.0,4.0,30,2000,35
1990,180.0,4.0,29,2000,35
1990,160.0,4.0,28,2000,35
1990,110.0,4.0,30,2000,35
1990,110.0,4.0,30,2000,35
1991,110.0,4.0,31,2000,34
1991,110.0,4.0,31,2000,34
1991,160.0,4.0,30,2000,34
1991,160.0,4.0,30,2000,34
1991,110.0,4.0,31,2000,34
1991,180.0,4.0,30,2000,34
1991,180.0,4.0,30,2000,34
1991,110.0,4.0,31,2000,34
1992,160.0,6.0,24,2000,33
1992,160.0,6.0,27,2000,33
1992,110.0,4.0,28,2000,33
1992,110.0,4.0,28,2000,33
1993,160.0,4.0,28,2000,32
1993,160.0,6.0,26,2000,32
1993,160.0,4.0,26,2000,32
1993,160.0,6.0,24,2000,32
1994,120.0,4.0,28,2000,31
1994,120.0,6.0,26,2000,31
1994,160.0,6.0,26,2000,31
1994,160.0,6.0,26,2000,31
1995,160.0,6.0,26,2000,30
1995,160.0,6.0,26,2000,30
1995,160.0,6.0,26,2000,30
1996,160.0,6.0,26,2000,29
1996,160.0,6.0,26,2000,29
1997,160.0,6.0,26,2000,28
1997,160.0,6.0,26,2000,28
1997,155.0,6.0,26,2000,28
1997,155.0,6.0,26,2000,28
1998,155.0,6.0,27,2000,27
1998,155.0,6.0,27,2079,27
1999,150.0,6.0,26,2045,26
1999,150.0,6.0,26,2148,26
2016,146.0,4.0,35,19960,9
2016,146.0,4.0,35,21960,9
2016,146.0,4.0,32,26240,9
2016,146.0,4.0,32,23210,9
2016,146.0,4.0,32,21210,9
2016,146.0,4.0,35,24990,9
2017,146.0,4.0,34,24990,8
2017,146.0,4.0,34,19960,8
2017,146.0,4.0,34,21960,8
2017,146.0,4.0,32,23210,8
2017,146.0,4.0,32,26240,8
2017,146.0,4.0,32,21210,8
2014,155.0,4.0,32,22795,11
2014,155.0,4.0,31,24045,11
2014,184.0,4.0,32,24815,11
2014,184.0,4.0,30,26065,11
2014,184.0,4.0,30,29070,11
2014,155.0,4.0,35,21395,11
2014,184.0,4.0,32,27820,11
2015,184.0,4.0,32,27970,10
2015,184.0,4.0,30,29220,10
2015,184.0,4.0,30,26215,10
2015,155.0,4.0,35,21545,10
2015,184.0,4.0,32,24965,10
2015,155.0,4.0,32,22945,10
2015,155.0,4.0,31,24195,10
2015,184.0,4.0,30,24395,10
2016,155.0,4.0,35,21795,9
2016,184.0,4.0,30,26465,9
2016,184.0,4.0,30,24445,9
2016,155.0,4.0,35,21795,9
2016,184.0,4.0,33,23195,9
2016,184.0,4.0,30,24895,9
2016,184.0,4.0,30,29870,9
2016,184.0,4.0,33,28570,9
2016,184.0,4.0,30,29470,9
2016,184.0,4.0,33,25215,9
2016,184.0,4.0,33,25215,9
2016,184.0,4.0,33,23595,9
2016,184.0,4.0,33,28220,9
2016,184.0,4.0,30,26515,9
2010,244.0,4.0,25,25950,15
2010,244.0,4.0,23,27650,15
2010,244.0,4.0,25,31335,15
2010,244.0,4.0,23,33035,15
2010,161.0,4.0,28,21700,15
2010,161.0,4.0,28,22490,15
2011,244.0,4.0,21,33340,14
2011,244.0,4.0,24,31640,14
2011,161.0,4.0,28,21990,14
2011,244.0,4.0,21,27955,14
2011,161.0,4.0,28,22795,14
2011,161.0,4.0,28,26390,14
2011,244.0,4.0,24,26255,14
2012,244.0,4.0,24,26455,13
2012,244.0,4.0,24,31840,13
2012,161.0,4.0,27,26590,13
2012,161.0,4.0,27,22995,13
2012,244.0,4.0,21,28155,13
2012,244.0,4.0,21,33540,13
2012,161.0,4.0,27,22190,13
2014,273.0,6.0,22,31575,11
2014,273.0,6.0,24,29985,11
2014,273.0,6.0,24,32480,11
2014,273.0,6.0,22,36625,11
2014,273.0,6.0,24,35035,11
2014,273.0,6.0,22,34070,11
2015,273.0,6.0,24,35035,10
2015,273.0,6.0,22,36625,10
2015,273.0,6.0,22,31575,10
2015,273.0,6.0,22,34070,10
2015,273.0,6.0,24,32480,10
2015,273.0,6.0,24,29985,10
2016,227.0,4.0,28,35970,9
2016,227.0,4.0,27,33320,9
2016,227.0,4.0,27,41970,9
2016,227.0,4.0,28,40170,9
2016,227.0,4.0,28,31520,9
2016,227.0,4.0,27,44015,9
2016,227.0,4.0,27,37770,9
2008,210.0,6.0,20,26170,17
2008,302.0,8.0,19,27780,17
2008,210.0,6.0,20,22030,17
2008,210.0,6.0,18,27625,17
2008,210.0,6.0,19,25245,17
2008,210.0,6.0,18,26280,17
2008,210.0,6.0,18,27625,17
2008,210.0,6.0,19,24720,17
2008,210.0,6.0,18,30155,17
2008,210.0,6.0,18,30780,17
2008,210.0,6.0,20,23640,17
2008,210.0,6.0,20,25395,17
2008,210.0,6.0,19,28580,17
2008,210.0,6.0,19,26590,17
2008,210.0,6.0,20,24010,17
2008,210.0,6.0,18,30510,17
2008,210.0,6.0,19,26120,17
2008,210.0,6.0,20,22030,17
2008,210.0,6.0,20,26920,17
2008,210.0,6.0,20,26540,17
2008,302.0,8.0,18,32135,17
2008,210.0,6.0,20,24010,17
2008,210.0,6.0,19,27935,17
2008,210.0,6.0,20,22505,17
2008,210.0,6.0,18,26280,17
2008,210.0,6.0,20,24985,17
2008,210.0,6.0,20,26935,17
2008,302.0,8.0,19,30760,17
2008,302.0,8.0,19,28520,17
2008,210.0,6.0,18,29095,17
2008,210.0,6.0,20,20470,17
2008,210.0,6.0,20,20995,17
2009,210.0,6.0,20,28630,16
2009,210.0,6.0,18,31630,16
2009,210.0,6.0,20,23710,16
2009,210.0,6.0,20,25260,16
2009,210.0,6.0,18,29355,16
2009,210.0,6.0,18,31045,16
2009,210.0,6.0,20,23710,16
2009,210.0,6.0,18,29355,16
2009,210.0,6.0,18,27960,16
2009,210.0,6.0,18,30155,16
2009,210.0,6.0,19,28210,16
2009,210.0,6.0,18,27960,16
2009,210.0,6.0,20,26405,16
2009,210.0,6.0,18,29985,16
2009,210.0,6.0,18,26810,16
2009,210.0,6.0,20,27315,16
2009,210.0,6.0,20,26405,16
2009,210.0,6.0,20,22560,16
2010,210.0,6.0,20,26325,15
2010,210.0,6.0,18,27880,15
2010,210.0,6.0,20,25305,15
2010,210.0,6.0,18,28255,15
2010,210.0,6.0,20,23630,15
2010,210.0,6.0,18,27005,15
2010,210.0,6.0,20,23630,15
2010,210.0,6.0,18,29275,15
2010,210.0,6.0,20,22755,15
2010,210.0,6.0,18,33180,15
2010,210.0,6.0,18,27880,15
2010,210.0,6.0,18,29275,15
2010,302.0,8.0,19,31365,15
2010,210.0,6.0,20,26325,15
2010,210.0,6.0,20,30180,15
2014,160.0,4.0,36,16495,11
2014,184.0,4.0,35,18595,11
2014,184.0,4.0,35,22995,11
2014,160.0,4.0,41,19995,11
2014,184.0,4.0,33,20995,11
2015,184.0,4.0,33,21645,10
2015,184.0,4.0,35,19000,10
2015,160.0,4.0,41,20495,10
2015,184.0,4.0,35,23795,10
2015,160.0,4.0,36,16495,10
2016,160.0,4.0,39,19495,9
2016,160.0,4.0,36,18995,9
2016,184.0,4.0,35,19395,9
2016,160.0,4.0,36,17995,9
2016,184.0,4.0,35,24395,9
2016,160.0,4.0,36,19595,9
2016,160.0,4.0,36,16995,9
2016,160.0,4.0,39,21095,9
2016,184.0,4.0,35,22095,9
2016,184.0,4.0,35,20995,9
2016,184.0,4.0,35,21595,9
2016,563.0,12.0,19,335000,9
1991,152.0,4.0,24,2000,34
1991,152.0,4.0,24,2000,34
1991,152.0,4.0,24,2000,34
1991,100.0,4.0,31,2000,34
1991,141.0,6.0,25,2000,34
1991,100.0,4.0,31,2000,34
1992,224.0,4.0,24,2000,33
1992,141.0,6.0,26,2000,33
1992,100.0,4.0,29,2000,33
1992,100.0,4.0,29,2000,33
1993,100.0,4.0,29,2000,32
1993,100.0,4.0,29,2000,32
1993,141.0,6.0,25,2000,32
1993,224.0,4.0,24,2000,32
2003,420.0,12.0,18,156300,22
2003,420.0,12.0,17,151800,22
2003,435.0,12.0,15,156300,22
2003,420.0,12.0,17,141800,22
2016,540.0,12.0,19,235307,9
2016,540.0,12.0,19,213250,9
2016,540.0,12.0,19,198250,9
2013,510.0,12.0,19,198700,12
2013,510.0,12.0,19,183700,12
2014,510.0,12.0,19,200800,11
2014,510.0,12.0,19,185800,11
2015,510.0,12.0,19,198295,10
2015,510.0,12.0,19,188295,10
2015,510.0,12.0,19,203295,10
2015,510.0,12.0,19,213295,10
2010,510.0,12.0,18,283900,15
2010,510.0,12.0,17,279500,15
2010,510.0,12.0,18,270400,15
2010,510.0,12.0,17,266000,15
2011,510.0,12.0,17,282295,14
2011,510.0,12.0,17,268660,14
2011,510.0,12.0,18,273104,14
2011,510.0,12.0,18,286739,14
2012,510.0,12.0,17,295987,13
2012,510.0,12.0,18,275861,13
2012,510.0,12.0,17,284576,13
2012,510.0,12.0,18,296387,13
2012,510.0,12.0,17,290461,13
2012,510.0,12.0,18,284976,13
2012,510.0,12.0,18,290861,13
2012,510.0,12.0,17,275461,13
1994,182.0,8.0,15,27736,31
1995,182.0,8.0,15,30709,30
1997,182.0,8.0,14,36931,28
1997,182.0,8.0,14,39669,28
2003,275.0,8.0,25,49150,22
2003,300.0,8.0,25,49150,22
2003,275.0,8.0,25,44400,22
2004,300.0,8.0,24,50750,21
2004,275.0,8.0,24,50750,21
2004,275.0,8.0,24,45600,21
2005,275.0,8.0,22,51600,20
2005,275.0,8.0,22,46430,20
2005,275.0,8.0,22,46045,20
2005,290.0,8.0,24,51600,20
2001,550.0,12.0,12,294900,24
2002,205.0,6.0,23,28447,23
2002,210.0,6.0,23,26997,23
2002,205.0,6.0,23,25687,23
2003,205.0,6.0,23,25997,22
2003,205.0,6.0,23,28447,22
2003,210.0,6.0,23,27097,22
2004,205.0,6.0,23,24999,21
2004,210.0,6.0,23,26819,21
2004,205.0,6.0,23,27619,21
2000,188.0,8.0,16,2561,25
2001,188.0,8.0,16,36350,24
2001,188.0,8.0,16,33350,24
2001,188.0,8.0,16,34350,24
2002,188.0,8.0,16,33350,23
2002,188.0,8.0,16,37150,23
2015,240.0,4.0,26,37070,10
2015,240.0,4.0,26,45570,10
2015,240.0,4.0,26,41570,10
2016,240.0,4.0,26,41955,9
2016,240.0,4.0,26,45955,9
2016,240.0,4.0,26,37455,9
2017,240.0,4.0,25,46595,8
2017,240.0,4.0,25,42195,8
2017,240.0,4.0,25,37695,8
2003,217.0,8.0,14,34350,22
2003,217.0,8.0,14,40350,22
2003,217.0,8.0,14,38350,22
2004,217.0,8.0,14,38685,21
2004,217.0,8.0,14,40685,21
2004,217.0,8.0,14,34330,21
2009,275.0,8.0,23,51460,16
2009,275.0,8.0,23,46280,16
2009,275.0,8.0,23,49730,16
2009,292.0,8.0,22,54230,16
2009,275.0,8.0,23,49230,16
2009,275.0,8.0,23,47625,16
2010,275.0,8.0,23,46280,15
2010,275.0,8.0,23,51525,15
2010,275.0,8.0,23,54425,15
2010,292.0,8.0,22,59475,15
2011,292.0,8.0,23,59875,14
2011,275.0,8.0,23,51925,14
2011,275.0,8.0,23,54825,14
2011,275.0,8.0,23,46680,14
2015,290.0,6.0,25,36895,10
2015,360.0,8.0,22,42495,10
2015,290.0,6.0,24,39495,10
2015,290.0,6.0,25,40995,10
2015,290.0,6.0,24,33095,10
2015,290.0,6.0,24,43595,10
2015,360.0,8.0,23,39995,10
2015,290.0,6.0,25,30495,10
2016,360.0,8.0,22,41995,9
2016,293.0,6.0,25,39595,9
